,Title,Year,Rated,Release Date,Runtime,Genre,Director,Writer,Actors,Plot,imdbRating,imdbVotes,ID,Season,Episode
104,The Shiny Trinket Maneuver,2012,TV-PG,12 Jan 2012,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), Steve Holland (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Penny helps Sheldon work on his relationship with Amy when he trivializes one of her accomplishments. Howard is irked by Bernadette's dislike of children.,7.9,1891,tt2136314,5,12
78,The Alien Parasite Hypothesis,2010,TV-14,09 Dec 2010,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Lee Aronsohn (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Steven Molaro (story), Steve Holland (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Amy finds she has sexual feelings for Penny's ex-boyfriend Zack, while Raj and Howard try to prove who would be the better superhero.",7.9,1858,tt1632225,4,10
73,The Desperation Emanation,2010,TV-14,21 Oct 2010,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Steven Molaro (teleplay), Steve Holland (teleplay), Bill Prady (story), Lee Aronsohn (story), David Goetsch (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon is scared that he is in a relationship when Amy asks him to meet her mother, and Leonard asks Howard and Bernadette to set him up because he is the only person in the group without a girlfriend.",7.9,1854,tt1632242,4,5
83,The Benefactor Factor,2011,TV-14,10 Feb 2011,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Eric Kaplan (teleplay), Steve Holland (teleplay), Bill Prady (story), Lee Aronsohn (story), David Goetsch (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","To secure needed funding for the university, Sheldon convinces Leonard to get friendly with a wealthy benefactor.",7.9,1843,tt1632230,4,15
114,The Stag Convergence,2012,TV-14,26 Apr 2012,21 min,"Comedy, Romance",Peter Chakos,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Steven Molaro (teleplay), Jim Reynolds (teleplay), Bill Prady (story), Steve Holland (story), Eric Kaplan (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","The guys throw Howard a bachelor party, and some embarrassing details about his life get posted on the Internet.",7.9,1829,tt2332311,5,22
140,The Bon Voyage Reaction,2013,TV-PG,16 May 2013,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Steve Holland (story), Tara Hernandez (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Penny is thrown for a loop when Leonard is offered a job overseas, but the news is an even bigger shock to Sheldon. Raj and Lucy's relationship comes to a crossroad.",7.9,1796,tt2891288,6,24
147,The Proton Displacement,2013,TV-14,07 Nov 2013,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), Maria Ferrari (story), Anthony Del Broccolo (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon seeks payback when Arthur ""Professor Proton"" Jeffries asks Leonard for help on a project instead of him. Raj gets upset at Howard for crashing his night with the girls.",7.9,1793,tt3229396,7,7
123,The Habitation Configuration,2012,TV-14,08 Nov 2012,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jim Reynolds (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Howard makes a decision whether or not to move out of his mother's house, while Sheldon is caught in the middle of an argument between Amy and Wil Wheaton.",7.9,1783,tt2462410,6,7
134,The Contractual Obligation Implementation,2013,TV-14,07 Mar 2013,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Eric Kaplan (story), Steve Holland (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard, Sheldon and Howard give lectures on science to junior high students. The girls ditch work to go to Disneyland. Raj devises a date for Lucy that fixes their social anxiety problems.",7.9,1779,tt2708314,6,18
107,The Friendship Contraction,2012,TV-14,02 Feb 2012,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Steve Holland (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jim Reynolds (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard signs out of his roommate agreement, reducing himself and Sheldon to mere acquaintances, while Howard tries to think of a cool astronaut nickname for himself.",7.9,1774,tt2192687,5,15
100,The Isolation Permutation,2011,TV-14,03 Nov 2011,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Steve Holland (teleplay), Chuck Lorre (story), Eric Kaplan (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","While Amy and the guys are eating lunch in the cafeteria, Howard receives a text message from Bernadette about how her wedding and bridesmaids dress shopping is going with Penny. This news hurts Amy, who feels like she has through most of her life as the shunned person by who she thought were her friends. She turns to Sheldon for support, he who is not well equipped to handle Amy's request for support. As such, he turns to Howard and Leonard to get ""their women in line"". Howard and Leonard find out that Bernadette and Penny did have a specific reason for not inviting Amy. Feeling like they did betray their new girlfriend, Bernadette and Penny have to come up with a way to make it up to Amy in a meaningful way, otherwise they may face the continued wrath of Sheldon.",7.9,1769,tt2092310,5,8
145,The Workplace Proximity,2013,TV-PG,17 Oct 2013,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Steven Molaro (story), Steve Holland (story), Maria Ferrari (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Amy has the opportunity to work on a project at Cal Tech for a couple of months, which means that she and Sheldon would be at the same workplace. To her surprise, Sheldon is all right with her accepting the contract. But after Sheldon talks to his friends about the situation, he heeds Howard's advice about working with one's significant other not being a good idea because of too much togetherness. As such, Sheldon tells Amy that she can no longer accept the contract. A hurt Amy, who has already accepted the contract, vows to Sheldon that she will respect his space at Cal Tech. It ends up that Sheldon may be the one who will not be able to leave Amy alone at their joint work situation. Meanwhile, Howard's comments get back to Bernadette, who decides that if they can't work together, they may as well not live together either.",7.9,1674,tt3229392,7,5
20,The Geology Methodology,2017,TV-PG,09 Nov 2017,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Anthony Del Broccolo (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that ...,7.9,28,tt6674492,11,7
45,The Geology Methodology,2017,TV-PG,09 Nov 2017,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Anthony Del Broccolo (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that ...,7.9,28,tt6674492,11,7
166,The Geology Methodology,2017,TV-PG,09 Nov 2017,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Anthony Del Broccolo (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that ...,7.9,28,tt6674492,11,7
240,The Geology Methodology,2017,TV-PG,09 Nov 2017,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Anthony Del Broccolo (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that ...,7.9,28,tt6674492,11,7
247,The Geology Methodology,2017,TV-PG,09 Nov 2017,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steve Holland (story), Anthony Del Broccolo (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Bert asks Sheldon to collaborate on a project on dark matter where Bert requires some math expertise. Sheldon neither wants to admit to anyone that he is interested in Bert's offer or that ...,7.9,28,tt6674492,11,7
117,The Date Night Variable,2012,TV-PG,27 Sep 2012,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Eric Kaplan (story), Steve Holland (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Raj crashes Sheldon and Amy's second anniversary and interferes in Leonard and Penny's relationship. Howard gets caught in the middle of an argument between Bernadette and his mother.,7.8,2683,tt2194640,6,1
118,The Decoupling Fluctuation,2012,TV-PG,04 Oct 2012,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Steve Holland (teleplay), Chuck Lorre (story), Jim Reynolds (story), Maria Ferrari (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Penny continues to have doubts about her relationship with Leonard. Meanwhile, Howard becomes the target of practical jokes on the space station.",7.8,1946,tt2392630,6,2
173,The Misinterpretation Agitation,2014,TV-14,30 Oct 2014,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Eric Kaplan (story), Jim Reynolds (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","The guys befriend one of Penny's clients when he shows up at her apartment. Meanwhile, Bernadette gets upset when Amy torpedoes an article about her for a local magazine.",7.8,1918,tt3823244,8,7
80,The Bus Pants Utilization,2011,TV-14,06 Jan 2011,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Eric Kaplan (teleplay), Chuck Lorre (story), Lee Aronsohn (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard has an idea for a new smartphone app and asks the guys for help, however Sheldon tries to take over the project, and Leonard fires him.",7.8,1878,tt1632227,4,12
108,The Vacation Solution,2012,TV-14,09 Feb 2012,22 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Maria Ferrari (teleplay), Chuck Lorre (story), Anthony Del Broccolo (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","When the university forces Sheldon to use vacation days, he decides to hang out in Amy's lab. Howard becomes upset when he hears Bernadette wants him to sign a prenuptial agreement.",7.8,1774,tt2209665,5,16
193,The Bachelor Party Corrosion,2015,TV-14,05 Oct 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Eric Kaplan (teleplay), David Goetsch (story), Jim Reynolds (story), Jeremy Howe (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",The guys's skills are put to the test when they get a flat tire on the way to Mexico for Leonard's bachelor party. The girls throw Penny a mini-bachelorette party.,7.8,1687,tt4962326,9,3
133,The Monster Isolation,2013,TV-14,21 Feb 2013,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Steve Holland (teleplay), Chuck Lorre (story), David Goetsch (story), Maria Ferrari (story), Anthony Del Broccolo (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Raj and Lucy have coffee together after they meet at the comic book store and get along until she unexpectedly runs off. Raj gets depressed and won't leave his apartment. Sheldon has Penny as a guest on ""Fun with Flag"" honoring the flag of her home-state, Nebraska. The gang goes to see Penny in her acting class' performance of ""A Streetcar Named Desire."" Sheldon is dragged to it and is impressed by Penny's acting skills. Howard takes a note to Raj from Lucy with her phone number on it. They get together and find that both of them have social skill problems and agree to another date.",7.8,1664,tt2697398,6,17
150,The Discovery Dissipation,2013,TV-14,05 Dec 2013,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Adam Faberman (teleplay), Eric Kaplan (story), Jim Reynolds (story), Maria Ferrari (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",Leonard has to deal with the fallout of disproving Sheldon's new scientific discovery. Raj spends a week at Howard and Bernadette's apartment.,7.8,1657,tt3338358,7,10
162,The Proton Transmogrification,2014,TV-14,01 May 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Steve Holland (teleplay), Jim Reynolds (story), Maria Ferrari (story), Jeremy Howe (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","The guys are organizing Star Wars: Episode IV - A New Hope (1977) day, which is on May the 4th, the date so chosen because..., and as such the date cannot be changed. They run into a conundrum when they learn that Arthur Jeffries, Leonard and Sheldon's friend and childhood idol as ""Professor Proton"", has just passed away, his funeral service to be held that day. While Penny plans to accompany Leonard to the funeral, Sheldon plans to partake in Star Wars day with Howard and Raj, since he believes mourning is a wasted emotion, and funerals a superstitious ritual. While Amy and Bernadette are helping with the Star Wars preparations, Sheldon, Howard and Raj start watching the marathon of six movies. But Arthur's death may be hitting Sheldon harder than he realizes, as witnessed by the break he takes from watching the movies. At the funeral, Penny makes an admission about funerals in general, while Leonard contemplates his mortality.",7.8,1599,tt3572176,7,22
156,The Table Polarization,2014,TV-14,27 Feb 2014,20 min,"Comedy, Romance",Gay Linvill,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Jim Reynolds (teleplay), Steve Holland (teleplay), Steven Molaro (story), Maria Ferrari (story), Tara Hernandez (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Penny sitting on the floor during dinner makes everyone in the gang think that Leonard and Sheldon should invest in a dining room table, that is except for Sheldon, despite they having unused space for one and only because it is change which Sheldon does not like. Despite Sheldon being against getting one, Leonard, on Penny's urging to stand up for his rights, decides to buy one anyway, although he does keep in the back of his mind what he thinks Sheldon would or would not like, if he was to like anything. The resulting dining room table in the apartment ends up being a metaphor for Sheldon's current life. Meanwhile, Howard gets a call from NASA asking him to go back to the Space Station, about which he is thrilled. Bernadette is less than excited by the news, if only because of her remembrance of how miserable Howard was during his last space experience. Will the thought of the thrill of space travel trump Howard's memory?",7.8,1568,tt3507240,7,16
214,The Convergence Convergence,2016,TV-PG,12 May 2016,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Chuck Lorre (teleplay), Steve Holland (teleplay), Jeremy Howe (teleplay), Steven Molaro (story), Tara Hernandez (story), Adam Faberman (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard and Penny try to have a wedding ceremony that everyone can attend, but it creates serious conflict among Sheldon's mother and Leonard's divorced parents. Meanwhile, Howard and Raj become convinced the government is out to get them.",7.8,1381,tt5562854,9,24
51,The Cornhusker Vortex,2009,TV-14,02 Nov 2009,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), David Goetsch (teleplay), Richard Rosenstock (teleplay), Bill Prady (story), Steven Molaro (story), Maria Ferrari (executive story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Leonard tries to learn about football to fit in with Penny's friends. Meanwhile, a loss in a kite war threatens to end Raj and Howard's friendship.",7.7,1930,tt1523180,3,6
98,The Rhinitis Revelation,2011,TV-14,20 Oct 2011,22 min,"Comedy, Romance",Howard Murray,"Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), Eric Kaplan (story), Steve Holland (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon's mother, Mary Cooper, stops by for a visit before embarking on a Christian based cruise. Sheldon is excited about her visit if only to have his Mommy do Mommy things for him, like cook and clean. His expectations are even higher as he wants specific foods and wants to do specific things with her. But Mary seems to spend as much of her energies helping Sheldon's friends as she does Sheldon, if not more. She even refuses to hang out with him doing the things he wants to do - specifically go to a lecture given by a Nobel laureate just so that he can debunk his theories publicly - instead doing what she wants to do, such as typical Mary Cooper styled Hollywood sightseeing. Amy provides some insight into what Sheldon is going through, which doesn't make him very happy. But he unwittingly gets what he wants by being ""common"".",7.7,1803,tt2079337,5,6
148,The Itchy Brain Simulation,2013,TV-14,14 Nov 2013,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Eric Kaplan (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Bill Prady (story), Jim Reynolds (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Out of circumstance, Leonard admits to Sheldon that he still has in his possession a DVD rental from seven years ago that was under Sheldon's name, and that Leonard was supposed to return. After a good amount of time passed, Leonard figured to keep the DVD since nothing bad had happened. Leonard never told Sheldon about it as he knew Sheldon would ""overreact"". On the contrary, Sheldon outwardly remains relatively calm, but he figures that Leonard needs figuratively to walk a mile in his shoes to understand how upset he really is about what Leonard did. He makes Leonard do something that he knows will bother him until he returns the DVD, namely wear an ugly wool sweater against his bare skin, the sweater to which Leonard is probably allergic. To prove a point, Leonard agrees to Sheldon's payback. But Sheldon has in his possession some information that he knows will make it a little more difficult for Leonard to endure what Leonard believes will be an easy task. Still, Amy tries to figure out why Sheldon seems so calm about the situation. Meanwhile, at the Cheesecake Factory with Penny and Bernadette, Amy recognizes another one of the customers: Raj's old girlfriend Lucy. Penny wants to stand up for Raj against Lucy, who broke up with Raj via email. Penny's actions have some expected and unexpected consequences.",7.7,1687,tt3303726,7,8
215,The Conjugal Conjecture,2016,TV-14,19 Sep 2016,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Jim Reynolds (teleplay), Chuck Lorre (story), Steve Holland (story), Tara Hernandez (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","As Leonard and Penny attempt to hold another wedding ceremony everyone can attend, they have to deal with Penny's family arriving and Leonard's father spending the night with Sheldon's mother.",7.7,1684,tt3603372,10,1
153,The Occupation Recalibration,2014,TV-PG,09 Jan 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Jim Reynolds (teleplay), Steve Holland (teleplay), Eric Kaplan (story), Maria Ferrari (story), Tara Hernandez (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Following her recent acting disappointment, Penny decides she needs to take decisive action to make her career happen by devoting her time one hundred percent into the endeavor, which means quitting her waitressing job. Although he wants to support Penny outwardly in whatever she decides, Leonard does not support this move. He has to decide whether he will tell her the truth or lie about his feelings. Sheldon, who is affected by the goings-on between Leonard and Penny, is however more perturbed by a mandatory request by the college: that he take his vacation time. Meanwhile, Amy, with a little help from Howard and Raj, comes to the realization that one of her colleagues, Bert from the Geology Department, has a crush on her. Regardless of her dating status, she isn't interested in Bert, but she doesn't know how to show or tell him that she's not interested without hurting his feelings. And Bernadette is trying to find a replacement for a rare comic book of Howard's that she accidentally ruined. As Stuart doesn't have a copy of it at his store, she has to decide whether to be loyal to Stuart, or to buy the one available copy in town from Stuart's much hated rival, Jesse.",7.7,1656,tt3337730,7,13
161,The Anything Can Happen Recurrence,2014,TV-14,24 Apr 2014,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Steven Molaro (story), Eric Kaplan (story), Adam Faberman (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","When Sheldon tries to be spontaneous, it leads to unexpected friction between the girls. Meanwhile, Raj seeks Howard's help in preparing for a date with Emily.",7.7,1578,tt3572170,7,21
183,The Colonization Application,2015,TV-PG,05 Mar 2015,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Maria Ferrari (teleplay), David Goetsch (story), Jim Reynolds (story), Tara Hernandez (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon and Amy have decided to take their relationship to the next level... by purchasing a pet together, namely a turtle. That step takes a giant leap backward when Sheldon divulges that he has submitted an application to be among the first people to colonize Mars, something he did not discuss with Amy before doing so. She is more upset by the fact that it was a unilateral decision on his part than by the decision itself. Is there any way Sheldon can make it right with her? Meanwhile, Leonard gives Penny a late Valentine's Day present that he bought at the sex shop: body paint and canvas so that they can make their own painting using their naked bodies as the brushes. Both the process and the final product aren't quite what they were expecting. And Emily is called on a short emergency to the hospital leaving Raj alone at her apartment. He does something that might end their relationship, with Howard and Bernadette not providing much help or guidance on how to fix the problem, both figuratively and literally.",7.7,1446,tt3862720,8,17
204,The Meemaw Materialization,2016,TV-14,04 Feb 2016,19 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Tara Hernandez (teleplay), Chuck Lorre (story), Jim Reynolds (story), Maria Ferrari (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy. Meanwhile, Raj meets a girl at the comic book store who makes him question his relationship with Emily.",7.7,1318,tt5295650,9,14
168,The Junior Professor Solution,2014,TV-14,22 Sep 2014,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Maria Ferrari (teleplay), Tara Hernandez (teleplay), Steven Molaro (story), Eric Kaplan (story), Steve Holland (story), Tara Hernandez (executive story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Sheldon learns from Mrs. Davis in Human Resources that the university has come up with a solution to change his area of research from string theory to dark matter. They will promote him to junior professor, which has no strings to funding whatever area of research, but that it will require him to teach a graduate level class. After speaking to his friends, Sheldon agrees. However, his reputation precedes him as no one signs up for the class. As such, Howard, who has been thinking about working toward his doctorate, decides to enroll in the class as Sheldon's only student. While Howard truly wants to learn from Sheldon, Sheldon in turn only has one contrary goal in mind in being Howard's professor. Meanwhile, Bernadette and Penny are having a quiet feud over Penny seemingly not taking her new job as a sales rep at the pharmaceutical company where Bernadette works seriously. They both turn to Amy, who, for the first time in her life, feels like the popular kid in high school. As such, Amy tries to use her new position to divide and conquer to retain that special place in both their lives.",7.6,1913,tt3807172,8,2
152,The Hesitation Ramification,2014,TV-PG,02 Jan 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), David Goetsch (story), Jim Reynolds (story), Tara Hernandez (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","After Leonard tries to help Penny following a failed role on a TV show, she makes an important decision. Meanwhile, Raj and Stuart try to practice their social skills, and Sheldon navigates the intricacies of being funny.",7.6,1736,tt3337728,7,12
157,The Friendship Turbulence,2014,TV-PG,06 Mar 2014,20 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Jim Reynolds (teleplay), Steve Holland (teleplay), Maria Ferrari (teleplay), Steven Molaro (story), Eric Kaplan (story), Tara Hernandez (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","After arguing with Sheldon, Howard tries to make amends by taking him to NASA headquarters in Houston. Penny has second thoughts about quitting her waitressing job when her car dies. Amy gets involved in trying to find Raj a date.",7.6,1620,tt3521962,7,17
158,The Mommy Observation,2014,TV-14,13 Mar 2014,21 min,"Comedy, Romance",Mark Cendrowski,"Chuck Lorre (created by), Bill Prady (created by), Steven Molaro (teleplay), Eric Kaplan (teleplay), Anthony Del Broccolo (teleplay), Jim Reynolds (story), Steve Holland (story), Maria Ferrari (story), Anthony Del Broccolo (executive story editor), Tara Hernandez (story editor), Jeremy Howe (story editor)","Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","Howard and Sheldon have had a successful trip to NASA in Houston, both getting along with the other. Their next stop is to visit Sheldon's mother, who he has not told he is coming. Sheldon ends up getting a bit of a surprise upon his arrival at his mother's house, a surprise which he wishes he didn't get. Sheldon has to figure out how he will deal with this surprise, both outwardly and internally. Meanwhile, back in Pasadena, Leonard, Penny, Raj, Amy and Bernadette are trying to figure out what to do for the evening when Stuart arrives unexpectedly. Within a few minutes, Stuart collapses on the ground and dies. Or at least he does in Raj's scenario of his murder-mystery night. The other four aren't too thrilled about Raj's unmentioned plan for their evening. As they progress through the game, a hypothetical in the game turns into a deeper discussion about their future.",7.6,1583,tt3517894,7,18
